
front:481,617,485,4,5,6,4,623,758,556,1023,1023,648,527,1023,562,781,569,706,601
front:481,615,485,4,4,4,0,258,762,560,1023,1023,654,526,1023,572,783,584,722,621
front:481,616,484,2,0,0,0,507,752,556,1023,1023,643,515,1023,560,773,564,701,592
front:481,616,484,2,1,0,1,454,762,554,1023,1023,645,508,1023,559,769,563,718,603
left:509,614,472,5,4,5,4,527,743,569,1023,1023,638,473,1023,605,789,491,697,699
left:509,615,471,1,0,0,0,453,744,563,1023,1023,639,475,1023,608,790,487,705,698
left:509,615,471,2,2,3,2,526,742,551,1023,1023,638,473,1023,610,781,492,705,689
left:511,615,470,5,5,6,3,525,746,561,1023,1023,647,476,1023,610,789,499,710,686
left:511,614,470,3,4,5,3,560,747,552,1023,1023,642,468,1023,600,786,486,705,695
left:511,615,470,1,0,0,1,525,745,548,1023,1023,643,471,1023,594,780,481,707,695
left:510,616,471,6,5,6,3,518,741,547,1023,1023,640,468,1023,595,784,476,709,694
left:510,615,470,1,0,0,2,600,737,542,1023,1023,637,467,1023,590,782,474,708,690
left:510,614,471,2,1,1,1,552,739,542,1023,1023,631,467,1023,583,779,470,705,691
left:510,614,470,6,5,6,2,481,729,534,1023,1023,618,451,1023,578,771,472,705,700
left:511,615,470,5,5,6,2,513,727,530,1023,1023,620,444,1023,581,772,469,703,704
left:511,614,471,5,4,4,1,492,723,526,1023,1023,632,445,1023,581,770,496,701,696
left:512,613,471,1,0,0,1,568,716,525,1023,1023,621,443,1023,570,764,479,698,688
left:511,615,470,1,0,0,0,493,711,527,1023,1023,619,442,1023,568,767,484,700,687
left:511,615,470,1,0,0,0,460,718,522,1023,1023,617,441,1023,562,765,478,699,683
left:511,615,470,4,3,3,2,503,720,522,1023,1023,615,438,1023,561,754,471,699,685
left:509,612,486,2,1,1,0,0,757,706,1023,1023,844,728,1023,665,721,585,789,864
left:490,618,486,5,5,6,3,540,638,522,1023,1023,761,664,1023,491,713,514,730,687
left:492,618,486,1,0,0,0,486,638,517,1023,1023,760,667,1023,490,708,518,732,680
left:490,618,486,5,4,6,3,532,633,513,1023,1023,755,667,1023,485,710,514,729,670
left:490,618,486,1,0,0,0,517,635,514,1023,1023,760,666,1023,486,711,514,730,678
left:491,618,486,6,5,6,2,483,634,514,1023,1023,759,667,1023,484,712,505,728,667
left:490,619,485,5,5,6,2,495,636,513,1023,1023,757,667,1023,483,710,512,730,670
left:490,618,486,1,0,0,0,521,633,509,1023,1023,757,667,1023,479,707,512,719,664
left:490,618,486,5,4,5,1,485,631,508,1023,1023,756,663,1023,478,713,516,725,676
left:490,618,486,3,2,2,1,525,630,508,1023,1023,754,664,1023,472,707,503,720,665
left:490,619,486,5,5,6,3,519,628,506,1023,1023,750,665,1023,471,717,503,723,669
left:490,618,486,5,4,5,1,499,628,505,1023,1023,751,667,1023,471,718,500,719,660
left:490,618,486,5,5,5,1,471,623,500,1023,1023,751,663,1023,471,719,505,720,658
left:490,618,486,5,5,6,3,533,628,505,1023,1023,753,665,1023,472,717,517,721,665
right:475,616,513,5,5,8,13,591,642,827,1023,1023,557,559,1023,635,740,535,669,515
right:476,615,513,2,2,3,5,620,612,843,1023,1023,555,540,1023,630,734,536,658,518
right:476,616,513,2,2,0,2,540,612,811,1023,1023,539,525,1023,613,735,531,671,530
right:476,618,513,4,4,5,1,497,610,805,1023,1023,538,516,1023,605,738,528,662,509
right:475,614,512,1,0,0,0,458,602,802,1023,1023,538,527,1023,597,734,532,666,508
right:474,615,513,1,0,0,1,519,600,801,1023,1023,536,526,1023,585,728,524,655,499
right:475,615,513,2,2,3,2,499,598,802,1023,1023,537,525,1023,583,729,519,654,497
right:474,616,514,4,5,8,13,811,588,793,1023,1023,535,520,1023,583,733,526,652,493
right:475,616,514,4,4,6,4,539,594,797,1023,1023,534,518,1023,582,735,521,657,492
right:475,616,514,3,2,2,1,527,593,795,1023,1023,534,515,1023,579,736,519,655,490
right:475,615,513,1,0,0,0,458,592,794,1023,1023,531,512,1023,577,730,516,649,488
right:474,615,513,2,2,2,0,499,591,794,1023,1023,533,514,1023,575,736,517,647,487
right:474,617,513,5,3,6,1,508,587,796,1023,1023,530,510,1023,580,734,522,651,487
right:475,616,514,5,5,6,4,537,587,799,1023,1023,525,503,1023,573,726,516,646,484
right:475,616,514,5,5,6,2,502,585,785,1023,1023,530,505,1023,573,732,513,642,483
right:475,615,514,4,4,5,5,596,585,789,1023,1023,529,505,1023,571,732,521,648,492
right:474,615,514,1,0,1,5,637,586,797,1023,1023,530,508,1023,569,731,536,648,489
right:475,615,514,1,0,0,0,509,590,794,1023,1023,525,508,1023,571,730,528,646,490
right:474,616,513,5,4,4,2,530,580,792,1023,1023,527,503,1023,568,728,520,640,485
right:474,615,513,1,0,0,2,528,585,793,1023,1023,528,499,1023,568,731,514,636,489
right:474,615,515,1,0,0,0,442,581,802,1023,1023,526,505,1023,572,730,550,645,488
right:473,615,516,1,0,0,4,610,584,802,1023,1023,529,505,1023,572,736,548,647,489
right:473,615,516,2,2,2,3,533,583,812,1023,1023,529,505,1023,575,734,550,639,486
right:475,615,514,1,0,1,4,593,623,834,1023,1023,536,559,1023,600,733,551,665,489
right:475,616,513,1,0,0,0,332,636,823,1023,1023,530,545,1023,597,734,542,661,491
right:475,616,514,5,4,4,0,301,607,807,1023,1023,524,524,1023,574,732,526,637,468
right:474,616,515,1,0,1,3,603,598,798,1023,1023,519,507,1023,578,743,528,622,480
right:475,615,515,5,5,7,5,598,600,796,1023,1023,524,510,1023,580,746,526,628,480
right:475,616,515,2,2,3,6,626,593,815,1023,1023,531,506,1023,593,748,591,655,484
right:475,616,515,5,4,5,2,378,587,810,1023,1023,531,506,1023,585,741,586,646,481
back:490,619,507,4,4,5,0,452,775,819,1023,1023,733,569,1023,734,800,561,670,594
back:490,620,507,5,5,6,4,561,763,807,1023,1023,730,560,1023,717,797,554,662,581
back:490,620,507,1,0,0,0,434,766,812,1023,1023,724,556,1023,718,798,553,661,585
back:490,620,507,1,0,0,0,498,751,806,1023,1023,730,557,1023,712,800,543,660,583
back:490,620,508,5,4,5,0,467,787,838,1023,1023,733,568,1023,739,798,562,668,595
back:490,619,508,4,4,4,0,463,769,811,1023,1023,727,560,1023,709,797,549,655,572
back:490,620,508,5,4,5,1,443,771,810,1023,1023,729,555,1023,711,797,551,647,571
back:490,619,508,4,5,6,6,631,766,803,1023,1023,727,553,1023,705,799,544,641,561
back:490,620,508,5,4,5,1,468,762,793,1023,1023,727,553,1023,701,797,542,636,555
back:490,620,508,0,2,0,2,510,757,791,1023,1023,726,552,1023,704,791,538,636,554
back:490,619,508,3,4,4,3,529,775,823,1023,1023,728,560,1023,725,797,544,646,576
back:490,620,508,5,5,6,5,520,757,815,1023,1023,724,553,1023,709,795,546,646,562
back:490,619,508,1,0,0,2,577,767,821,1023,1023,731,552,1023,710,798,551,653,570
back:490,620,508,1,0,0,1,530,755,797,1023,1023,726,547,1023,701,794,536,646,559
back:490,620,509,1,0,1,3,580,754,795,1023,1023,722,547,1023,701,791,524,616,535
back:489,620,509,0,0,0,0,494,747,784,1023,1023,721,543,1023,694,792,523,616,531
back:489,620,508,5,4,6,3,520,748,783,1023,1023,713,538,1023,691,794,531,636,547
back:490,620,507,5,6,6,3,547,754,792,1023,1023,722,539,1023,693,793,540,645,546
back:490,619,508,3,3,2,0,483,759,802,1023,1023,724,539,1023,687,793,540,646,547
back:490,620,508,5,4,5,2,486,748,780,1023,1023,724,536,1023,690,794,531,634,539
back:489,620,508,3,2,2,1,503,750,782,1023,1023,724,541,1023,699,793,533,625,540
back:490,620,508,1,1,2,3,583,740,772,1023,1023,721,533,1023,686,793,529,619,527
back:490,620,508,1,0,0,0,529,748,793,1023,1023,723,532,1023,688,792,537,616,530
back:489,620,509,1,0,0,0,481,737,775,1023,1023,718,531,1023,688,791,527,615,527
back:490,620,509,3,3,4,3,544,751,783,1023,1023,722,537,1023,699,783,526,611,528
back:490,619,509,5,4,5,1,491,745,777,1023,1023,719,535,1023,695,792,527,606,521
back:489,620,509,5,5,5,1,446,744,779,1023,1023,717,535,1023,699,790,524,606,523
back:490,619,509,5,4,5,0,436,747,774,1023,1023,719,535,1023,698,784,522,607,522
back:489,620,508,1,0,0,0,479,739,769,1023,1023,719,534,1023,693,790,528,616,531
back:490,619,509,5,4,5,2,504,738,767,1023,1023,722,535,1023,684,788,529,619,537
